TEXT,Sentiment
Hiiii,2
My Malvani Mai Malvani,2
Chan aahe Gaan kaljala bhidnar,3
khar deva sarvachi kalji gejo,3
Me pan,2
Superb,3
Awesome song,3
Mor,2
NICE,3
Nice viodo,3
Mal abhiman ahe mi shetkri ahe,3
nice ,3
So beautiful voice and song I love this song so sweet All the best sir,3
Superb song he song aailklyavr aapla confidence ajun strong hoto nd negative think Manaatun nighun jatat  i like this song  ,3
Super,3
Ajay sir tumhi khup great aahat,3
Bollywood che sagle actor fail aahet actor pudhe,1
Super,3
Nice song kadak ajay atul,3
Devak kalji aahe himmat haru nka,2
Ekch ,2
Song aikun navyane suravat hoate mazhya life chi,2
        very nice song,3
Nice song,3
Nice song,3
Superb,3
Nice songs,3
Nice,3
Depression chi aushadh aahe ha song whenever i feel down in life i listen to this songThank you ajay gogavle sir,3
Nice,3
Ase song aaikun nvin umed milte so nice song ever,3
From Bangladeshnot understand a single word but fall in love with this songAjay sir Great,3
Shetkaryana mi saliut krto tyamule aapan jagato ,3
Chup chan,3
Suraj tupe SS love,3
Nice,3
Nice,3
Nice song,3
Mast ,3
Nice song,3
Mi aata he feel kartiye mhnun Gaan aaikun shant vhayla aaliyeevdh moth Kahi Nahi zal maz pahil app tayar Kel pn te work Ch krt nahiye  vela code Change kela pn kahich zal Nahi gele  divs ratrabhar jagun tayar Kel pn again mokyala Kam krt Nahipn mi Maghaar ghenar nahi,3
Apratim Mi tar bor zal ki aaikato prerana milate,3
"i am from tamilnadu
come hear to hear all 
ajayatul songs after hearing sairatwhat a soulfull music sir
After ilayaraja you are the best for me",2
Nice,3
Super,3
Nice song,3
Very Nice song I like ,3
      shingr ,2
Ek Salam guru thhakurla,3
I love song,3
Devak kaljo re no Song,1
Hindutv ko ek nyi paribhasha dene wala mera maharastra,1
Salute        ,3
AJAY IS MOST BEAUTIFUL SINGER IN WORLD,3
Nice song,3
Nice song,3
Malavani gana ta pan mazya avdatya gayakachya awajat,3
Malavani bol ahet saglekhup chankhup god song,3
aprtim song ajyatul ya lokpriya marathi jodiche,3
Way Kay sundar composition aahe aprateem Ajay your voice is so beautiful sweet heart touching khoop sunder,3
Nice Song yaar,3
Mst song,3
Khup khup chan song,3
Nac,2
"Dont know why it makes me cry

Drop a like if it made you cry ",1
Didnt understood a single meaning of this songbut seems like I will be grateful to onewho translate to English please,2
Im here after raj thaker saheb ,2
Anyone in          When will m view s,2
I proud me farmers son,2
The song which inspires me every day,3
Devak kalji re mazhya Devak Kalj re,2
as a child i learnt marathi from films and plays that my mother took us to watch for that purpose  i wish schools would use a similar motivation  bal gandharva rang mandir  was a favourite haunt when i was just nine thanks to my mom,3
That are also brand,2
this song is my prayer daily listing daily in full pack of local traingive me some relief enough to b calm,3
NICE SONG WITH NICE VOICE QUALITY,3
Ajay atul always give outstanding performance,3
My favorite song deva kaljire,3
CONFIDENCE INCREASE SONG,3
Evergreen song in Marathi history by Ajay Atullove you,3
This Sound has a way to connect Spiritually no matter when and where you listen to ,3
Love this song,3
Yewa kokan aploch asalove my kokan,3
     mast ,3
Saab ek hai koe jaat paat mat karo  hindu Muslim bhai bhai saab ka malik ek hai,3
Love this song,3
"This song give me lot of motivation
Thanks for this song",2
Proud of Maharashtra,3
Jabardast,3
Khup sundar gaan,3
Apna time aaega,2
Kadkkk,2
ajay atul all songs gives me goosebumps,2
Awesome,3
AjayAtul is Marathi Music industrys Sanjivani Booty,3
I am casual helper,2
 Namber,2
I am sangget sir,2
He song aiklyavr manala khup energetic wattvery nice song,3
Devak kalji gaan aikun prerna milte ani navin josh yete,3
"Can somebody tell me the film name
Love from Belgaum
   ",2
"New dance cover artist Gautam waske  song tila firvin majya gadivar 
httpsyoutubeanvNfNUw",2
Kay gaan mhtl Rao ekdam badhiya  dolyatun Pani pdl majha ,2
Best song,3
My favorite song,3
Kadhi yenar i am sad,1
  devalach kalji aste apli,2
Wa khup sundar lyrics voice superb,3
Jagnyach dhir Det gaan,3
Love you Sakshi,3
Jo roj kaam krun khato tayalach mahit mehant manake kay,2
Rona aa gaya love you Ajay,3
Mind blowing song,3
Zabbardast Ajay Bhau,3
Gribanchi jindagi hich  asha  devakade,3
Wowwwwwwww,2
Mla sarth abimaan ahe Marathi bhashecha jay Maharashtra ek punekar,3
Ajay atul as usual fabulous Best lyrics Best composition Very inspirational song,3
Nice song,3
Waw,2
Aaj CA chi exam ahe mazi he gaan aiklya shivay jau nhi shakt mi,2
Aaj CA chi exam ahe mazi he gaan aiklya shivay jau nhi shakt mi,2
Dolyatun pani yetay he gane yektana,3
"Love From North India 


Jisko gana pasand aaya wo subscribe maro",3
Khup mast Gan,3
Me pan sarkh aaikato,2
Superb,3
Ho no mi pn aakoto may ferwat ahe,3
numbar song,3
superb song,3
Favourite song ,3
NICE,3
Srvanchi kadji ghe deva ,3
He gana  ak dam Kadak ahe,3
Mala khup avadte,3
It is so nice sing,3
Khup sundar song ahe eikun radyla aley,3
Hi,2
Wo nice song ,3
   English  Italian Hindi             feelthelyrics,2
Nice song ,3
Very nice this song form god,3
"I Am Big fan of you sir
    Really fantastic song",2
httpsyoutubeuFhigxaJgg,2
Nice Song really,3
Me sudha khup ekta hoto mug,2
Nana,2
I love it Marathi song,3
Nice song,3
"httpsyoutubekltijfYCY 

 AlayMazaMantri     Official Video  Marathi lokgeet  Sumeet Music",2
Best,3
Very nice song love u ajay atul sir,3
suparsongmyharttuchsongsuparsong,3
Kalajacha thoka chukavinare gan ahe,3
Ajay Atul rocks,3
Very inspiring song,3
Jivala jiv denara song mana la  sath denar  re song,3
This song deserves One million likes ,3
Good song ,3
     unlike ,1
Iike,3
Me pan,2
My favorite song,3
me pan,2
Like the song,3
I like song,3
Dislike  Badhshah Swag Waale    ,1
 number Ajay Dada,2
Super,3
He gaan aikun as vatay ki Marathi Raan  jaag uthlay apal Thanks for Ajay Atul Sir ,3
Mast,3
Very very very heart touching songsakalpasun  vela aikal mi,3
"ok 
unlikes 
Bahutek tyana marathi kalat nasel 
Mhanun unlike kel",2
Chhan,3
Best motivational song ever my eyes always gets wet whenever I hear it,3
chhan,3
Wow mixture of kokani language proud to here this song Thanks sir,3
Good songs majya devala tar maji kalji ahay,3
dole panavnar pan himmat denar,3
Nice,3
"Marathi film industry eka wegalya unchiwar jatiy
Abhiman ahe",2
Devak kaljire in two days  million viewership And it going to reach  million tonight or tomorrow What a response Hyacha  takke jari lokanni film bhgitali asti tr box office vr hit astil Bad luck Still dont loose hopes Still chances are their to get more screens in next week Please do watch this film in Theater,3
I AM MAHARASHTRAIAN LOVE THIS SONGBUT I SAW K DISLIKE HERE HOW  MIGHT THEY ARE NONMAHARASHTRAIAN JAY MAHARASHTRA,3
Guru sirwhat a amazing wordsevdhya sunder shabdanaAjay sirAtul sirtumch sangitmhanje parvanich apratim aawaj,3
Mala la lavadtha gane,3
Ajay sir  Atul sir tumhi great ahat Khup chan gaane astat tumche,3
super song singar ajay sir,3
Nice song,3
           nice song and beautiful compose  touching song  superb song   hats of you,3
Nice song ajay atul,3
Nice,3
Nice,3
Nice,3
Nice,3
No  song,3
Ek number song,3
I have listened this song more than  times and still listen when I get depressed Very inspirial and heart touching song Loved a lot  Thanks  for making such a  motivational song,3
very good,3
Jivhala lagnare gaane aahelove this song,3
I love you ganpati song,3
Though I cant understand the meaning but the music and expressions were  really touched my heart Love from uttarakhand,3
Nica,2
This is my favourite song Im getting inspired after listen it I got fresh,3
Nice song,3
new motivational video,2
Nice song,3
Nice song,3
Nice song,3
Nice song,3
"I am a South Indian but still I watch this song once a day for myself  
Love you from South India",2
Nice,3
Superb Roj mala he song pahile ani aikale nahi tar visarlyasarkh vatate khup motivation song mala abhiman ahe mi Marathi asalyacha,3
"I am from Gujarat I dont know marathi words but i understand feeling 
salute to farmers
love from Gujarat 
jay hind ",2
super song,3
i dont understand the language but the music made my minutes better  Fan of AjayAtul  Love from Tamilnadu,3
khup chan song ahe  very nice,3
Best song and get posstive message and i listen every day my best song in my whole life,3
My favourites song,3
Khup chaan,3
Nice,3
Nice song,3
NASHIK se kaun kaun he yahan par ,2
Thanks for the first time in the song,2
Jyani ha movie pahila tyanach song Kalale bakiche kahipan comments karat ahet,2
Ajay  Atul sir is kumaar sanu of music just soulful and magicalllllll,3
kaash main marathi samajh pata but still luv  jai maharasthra proud to be indian,3
Chitrapat asava tar asa asava,2
Thank you so much sagar vanjari sir itka sunder movie banvla va ikte sundar gane marathi madhe aanle Khup lok tumachya navin cinemachya pratikshet aahet lavakarch kahtri changle gheun ya,3
One of the best song  of Ajay Atul,3
What a song Amazing,3
                             you tube                            l love this song,2
Mind blowing song super lyrics i Love Ajay atlu sir Im from TELANGANA ,3
DailY listen me,2
Mesmerising ,3
Khup Chan ,3
Masterpiece finest composition ever Proud Marathi and a Proud Indian,3
"Thank you Guru dada for this great lyrics 
  ",2
The song for Farms,2
"This song onily for Baliraja mean farmer of maharastra   

thak you ajay for this song",2
I am getting cry,2
Melody at its top  So soothing and satisfying It cant get  better than this ,3
ajay atul is my best singer,3
Great great great,3
Fililing,2
INDIAS BEST  MOTIVATION SONG ,3
KDK,2
Pratekachya life madhe na problem astat pan he song aikl na ki kharach manala dhir bhetto ki nay hoil sagl nit,3
Nice emotional,3
best ,3
"Apna time aayega 
Yacya khup adhiIn marathi
Yeil divas tuza re mansa",2
  mean very wonderful,3
A S P,2
"Mast film

Sundar gaana",3
Emotional yaar so sad background,2
M woh,2
so heart touching,2
kadak song,3
Kadak Ajay sir,3
               DR  Ambedkar Yanche     ,2
He gaan yekalat tar navi umeed midate He gaan khup khup veda yevkusa vatate,3
HEART TOUCHING SONG,3
Ajay atul Sir u both rock,3
Chan,3
nabar sogn,2
Ossam song,3
supar,3
Kharach Ajay atul sir tumchya ya ganya mule majhya sarkhya rikamtekdyala pan navin joshani kaam karaychi janiv karun dili,3
A paratim song aahe yokharachalove this song,3
Iam from Maharashtra karnataka border,2
Khup chan aavag,3
Good song for Dewak kalaji re,3
Lovlie song,3
My fevret song,3
Radayla ali,2
great fan of ajay atul,3
Hrudhayala lagla,2
Nadi ha ke,2
Thanks for lyrics because I am not understan marathi ,3
Song pahaje tar ase I love this song,3
Mi ahe sankatat,1
Love,2
Mala pn Khup garv ahe Jay Maharashtra,3
Nice songs like rose flower,3
Cm la dhakhava kaljacha bhed,2
Ek no Git ahe,3
Kuch samjh me nhi aya but ye song  voice great hai,3
He is motivation song,2
MI pan,2
nice video,3
Nice sir ji  Jay maharasta,3
Jay ,2
Sundargane,3
So good,3
Daily ply this song,2
Khup  chan,3
Mast,3
I love songs,3
ha gane jo manavar  gain to nakkich yashacha  shikravar phoclyavar rahar nai,3
Dislike ka,1
Gana juna pan aawaja nava,2
Khup chan mybap,3
Best song,3
Khup manla bidanar gana,3
Sup song,3
  Music             ,2
kadgi kar ata,2
Nice songs ,3
Riyli best song,3
Ajay atul,2
Nice song,3
My favorite song wow nice,3
Khup Chan song,3
Nice song,3
ajay _atul ya ganyatil lihilel geet aahe te agdi khupach dipression madhe aslelya vyaktila aiknyasathi nkki best asel ,3
Lay Bhari gana hai Ajay sar dhanyvad,3
Like song,3
Maze vadil pan shetkari aahet  Vela he gana aikali asen mi fakt shetkaryasathich nahi tar pratyek mansachi aatmbal vadhte he gan aiklyavar,3
Comment    ,2
            _  ,2
         miss you saheb,2
"Amar rahe Amar rabe Balasaheb Thakeray Amar rahe
Jar shivsainik asal tar Ek like Sahebasathi ",2
Hindu Hriday Samrat hamare bala saheb thakre Love you bala saheb ji,3
Who watching this video after Uddhav Thackeray  became CM of Maharashtra,2
Saheb you were a legend You are living in the hearts of Hindus We still miss  a leader like u  in the politics of India,3
Kashmiri Pandits are always indebdebted to you balasaheb for your raising voice for the community ,3
Jai Hind Jai Maharastra  Balasaheb,3
 la video kon baghtay like kara,3
HinduTiger,3
Ending is very emotional ,2
I was waiting for Narayan Rane s dialogueengLUND new zeaLUND ,1
Mi konala ghabrat nahi marathi manus ani sahebancha sainik aahe mi mumbai marathyanchi aadhi,3
Raj thakrey is a carbon copy of balasaheb thakreyhe is absolutly look like a balasaheb thakrey,3
Ekjutine raha jaati aani waad gadun marathi maansa bhakkam ubha raha Best one ,3
Proud to be MARATHA,3
Miss you balasaheb  Lion of bharat,3
"HHS BALASAHEB THAKRE JAISA KABHI PAIDA NAHI HOGA
AAJ SAHEB JIWIT HOTE  TO AAJ DESH AAUR MUMBAI
ME KATUO KA AATANK NAHI HOTA",2
  karod lokanche ek mev Hindu ruday samrat hon yala bhagch lagte  Saheb tumchi style konalach jamnar nahi,3
ATA kayee rehla hami Hindu log harli ani soniya Medam jikli,1
Ha Hota Marathi Raja Jai Ho Balasaheb,3
Who his here after movie ,2
"Bro this video background music send me bro plz 
Because this music is osm",2
Unlike karne wale,1
Pan ata mumbai madhe marathi mansach rahilaych kay Sangle bahedchech aahet,3
Hindu rashtriya ,2
     I miss you ,2
Jai Shree Ram ,2
Balasaheb tumchya sarkhe konich nhi,3
We love you balasaheb from heart  A lion  like Balasaheb comes once in century,3
Only  Rajsaheb  ,2
Why shivsena bargain with BJP They should go hand in hand,2
Udhav tu Hyanchach ahe Khara saang sahebanchya keshbarobar nahi tu,1
Kadakkkk,3
"Mumbai apali ahe ani avaj pan apalach rahil 

Saheb
",2
"Balasaheb  nantar  paryay  nahi 
Only  hope  rajsaheb",2
Athavle Chi mimicry,2
Miss you saheb,3
Aamche Hindu hirdya raje,3
"Tumchya dokyavrte bhagva zhendach pahije dusra zhenda shobun disyacha nai 
Fav dailog",2
"Really 
One man 
Many lives 
Miss you Balasaheb",2
Marathi ha sanman ahe ,3
Never ever  like balasaheb We miss u Saheb,3
The legend people never Dies They always alive on people  Jay Maharashtra ,3
The real leader and the real ,3
khara waagh,2
 lande,2
He was and he is the inspiration for all HINDUS ,3
Balasaheb,2
"Inspiration
Power of
Assal Martha",3
 best dialogue in whole video ,3
Miss you saheb,3
Jai Shree Ram,2
Mr Fearless Thakrey ,3
